artist	album	track_no	title	length	file	size
Richard Thompson	Front Parlour Ballads	9	The Boys Of Mutton Street	2:53	Richard Thompson\Front Parlour Ballads\09_The Boys Of Mutton Street.mp3	3939031
Richard Thompson	Front Parlour Ballads	10	Precious One	3:48	Richard Thompson\Front Parlour Ballads\10_Precious One.mp3	4681202
Richard Thompson	Front Parlour Ballads	11	A Solitary Life	4:10	Richard Thompson\Front Parlour Ballads\11_A Solitary Life.mp3	6288048
Richard Thompson	Front Parlour Ballads	12	Should I Betray?	3:29	Richard Thompson\Front Parlour Ballads\12_Should I Betray_.mp3	4295648
Richard Thompson	Front Parlour Ballads	13	When We Were Boys, At School	3:25	Richard Thompson\Front Parlour Ballads\13_When We Were Boys, At School.mp3	4533957
Richard Thompson	The Old Kit Bag	1	Gethsemane	6:03	Richard Thompson\The Old Kit Bag\01_Gethsemane.mp3	8912839
Richard Thompson	The Old Kit Bag	2	Jealous Words	4:17	Richard Thompson\The Old Kit Bag\02_Jealous Words.mp3	6087444
Richard Thompson	The Old Kit Bag	3	I'll Tag Along	3:40	Richard Thompson\The Old Kit Bag\03_I'll Tag Along.mp3	5710341
Richard Thompson	The Old Kit Bag	4	A Love You Can't Survive	5:28	Richard Thompson\The Old Kit Bag\04_A Love You Can't Survive.mp3	6668756
Richard Thompson	The Old Kit Bag	5	One Door Opens	4:19	Richard Thompson\The Old Kit Bag\05_One Door Opens.mp3	7185655
Richard Thompson	The Old Kit Bag	6	First Breath	7:16	Richard Thompson\The Old Kit Bag\06_First Breath.mp3	8145331
Richard Thompson	The Old Kit Bag	7	One Door Opens	4:23	Richard Thompson\The Old Kit Bag\07_One Door Opens.mp3	6722332
Richard Thompson	The Old Kit Bag	8	I've Got No Right To Have It At All	4:12	Richard Thompson\The Old Kit Bag\08_I've Got No Right To Have It At All.mp3	5524958
Richard Thompson	The Old Kit Bag	9	Pearly Jim	4:18	Richard Thompson\The Old Kit Bag\09_Pearly Jim.mp3	6462068
Richard Thompson	The Old Kit Bag	10	Word Unspoken, Sight Unseen	4:25	Richard Thompson\The Old Kit Bag\10_Word Unspoken, Sight Unseen.mp3	6097415
Richard Thompson	The Old Kit Bag	11	Outside Of The Inside	6:24	Richard Thompson\The Old Kit Bag\11_Outside Of The Inside.mp3	8965918
Richard Thompson	The Old Kit Bag	12	Happy Days And Auld Lang Syne	3:58	Richard Thompson\The Old Kit Bag\12_Happy Days And Auld Lang Syne.mp3	5302322
Richard X. Heyman	Actual Sighs	20	Special Love	4:09	Richard X. Heyman\Actual Sighs\20_Special Love.mp3	5562788
Richard X. Heyman	Basic Glee	6	Diminishing Her Return	2:43	Richard X. Heyman\Basic Glee\06_Diminishing Her Return.mp3	4458567
Richard X. Heyman	I Can't Wait	1	I Can't Wait	3:30	Richard X. Heyman\I Can_t Wait\1. I Can_t Wait.mp3	7132728
Rick Hromadka	Trippin' Dinosaurs	1	Conversation	3:49	Rick Hromadka\Trippin_ Dinosaurs\1. Conversation.mp3	7633217
Rick Hromadka	Trippin' Dinosaurs	3	Dreams of a Hippie Summer	3:59	Rick Hromadka\Trippin_ Dinosaurs\3. Dreams of a Hippie Summer.mp3	7915995
Rick Hromadka	Trippin' Dinosaurs	8	There She Goes	3:40	Rick Hromadka\Trippin_ Dinosaurs\8. There She Goes.mp3	7507008
Rick Springfield	Christmas With You	15	Deck The Halls (With Boughs of Longboards)	2:12	Rick Springfield\Christmas With You\15_Deck The Halls (With Boughs of Longboards).mp3	3823861
Rickie Lee Jones	It's Like This	3	For No One	2:32	Rickie Lee Jones\It's Like This\03_For No One.mp3	3534937
Rickie Lee Jones	It's Like This	5	The Low Spark Of High Heeled Boys	5:13	Rickie Lee Jones\It's Like This\05_The Low Spark Of High Heeled Boys.mp3	6644563
Rico Bell	Been A Long Time	1	Working Class Hero	4:26	Rico Bell\Been A Long Time\Working Class Hero.mp3	6395692
Ride	Carnival Of Light	2	1000 Miles	4:59	Ride\Carnival Of Light\02_1000 Miles.mp3	6834214
Ride	Carnival Of Light	3	From Time to Time	5:05	Ride\Carnival Of Light\03_From Time to Time.mp3	7289536
Ride	Going Blank Again	6	Time Of Her Time	3:17	Ride\Going Blank Again\06_Time Of Her Time.mp3	6935338
Ride	Nowhere	2	Kaleidoscope	3:02	Ride\Nowhere\02_Kaleidoscope.mp3	6769565
Ride	Nowhere	8	Vapour Trail	4:18	Ride\Nowhere\08_Vapour Trail.mp3	9432050
Ride	Smile	5	Like A Daydream	3:07	Ride\Smile\05_Like A Daydream.mp3	4812294
Robert Crenshaw	Atheist Christmas	1	Atheist Christmas	3:41	Robert Crenshaw\Atheist Christmas\01_Atheist Christmas (feat. Don Jones).mp3	7296266
Robert Deeble	Thirteen Stories	10	I'll Be Your Mirror	2:44	Robert Deeble\Thirteen Stories\10_I'll Be Your Mirror.mp3	3794332
Robert Forster	I Had a New York Girlfriend	1	Nature's Way	2:27	Robert Forster\I Had a New York Girlfriend\01_Nature's Way.mp3	3589839
Robert Forster	I Had a New York Girlfriend	2	Broken Hearted People	3:48	Robert Forster\I Had a New York Girlfriend\02_Broken Hearted People.mp3	4994147
Robert Forster	I Had a New York Girlfriend	3	Echo Beach	2:54	Robert Forster\I Had a New York Girlfriend\03_Echo Beach.mp3	4254650
Robert Forster	I Had a New York Girlfriend	4	Tell Me That It Isn't True	2:37	Robert Forster\I Had a New York Girlfriend\04_Tell Me That It Isn't True.mp3	3891827
Robert Forster	I Had a New York Girlfriend	5	2541	3:46	Robert Forster\I Had a New York Girlfriend\05_2541.mp3	4940564
Robert Forster	I Had a New York Girlfriend	6	Anytime	3:56	Robert Forster\I Had a New York Girlfriend\06_Anytime.mp3	5573804
Robert Forster	I Had a New York Girlfriend	7	Locked Away	3:28	Robert Forster\I Had a New York Girlfriend\07_Locked Away.mp3	4862036
Robert Forster	I Had a New York Girlfriend	8	Look Out (Here Comes Tomorrow)	2:50	Robert Forster\I Had a New York Girlfriend\08_Look Out (Here Comes Tomorrow).mp3	4035556
Robert Forster	I Had a New York Girlfriend	9	Alone	3:13	Robert Forster\I Had a New York Girlfriend\09_Alone.mp3	4013681
Robert Forster	I Had a New York Girlfriend	10	Bird	4:58	Robert Forster\I Had a New York Girlfriend\10_Bird.mp3	6998276
Robert Forster	I Had a New York Girlfriend	11	Frisco Depot	2:37	Robert Forster\I Had a New York Girlfriend\11_Frisco Depot.mp3	3263881
Robert Forster	I Had a New York Girlfriend	12	3 a.m.	2:30	Robert Forster\I Had a New York Girlfriend\12_3 a.m..mp3	3124404
Robert Forster	Songs To Play	1	Learn To Burn	4:36	Robert Forster\Songs To Play\1. Learn To Burn.mp3	11074690
Robert Forster	Songs To Play	10	Disaster In Motion	5:55	Robert Forster\Songs To Play\10. Disaster In Motion.mp3	14243876
Robert Forster	Songs To Play	2	Let Me Imagine You	3:06	Robert Forster\Songs To Play\2. Let Me Imagine You.mp3	7506372
Robert Forster	Songs To Play	3	Songwriters On The Run	3:16	Robert Forster\Songs To Play\3. Songwriters On The Run.mp3	7892993
Robert Forster	Songs To Play	4	And I Knew	3:04	Robert Forster\Songs To Play\4. And I Knew.mp3	7425899
Robert Forster	Songs To Play	5	A Poet Walks	4:59	Robert Forster\Songs To Play\5. A Poet Walks.mp3	12013006
Robert Forster	Songs To Play	6	I'm So Happy For You	3:50	Robert Forster\Songs To Play\6. I_m So Happy For You.mp3	9246131
Robert Forster	Songs To Play	7	Love Is Where It Is	3:51	Robert Forster\Songs To Play\7. Love Is Where It Is.mp3	9279566
Robert Forster	Songs To Play	8	Turn On The Rain	3:04	Robert Forster\Songs To Play\8. Turn On The Rain.mp3	7411283
Robert Forster	Songs To Play	9	I Love Myself (And I Always Have)	3:35	Robert Forster\Songs To Play\9. I Love Myself (And I Always Have).mp3	8651610
Robert Forster	The Evangelist	1	If It Rains	3:47	Robert Forster\The Evangelist\01_If It Rains.mp3	6252459
Robert Forster	The Evangelist	2	Demon Days	3:40	Robert Forster\The Evangelist\02_Demon Days.mp3	6139246
Robert Forster	The Evangelist	3	Pandanus	3:58	Robert Forster\The Evangelist\03_Pandanus.mp3	5973545
Robert Forster	The Evangelist	4	Did She Overtake You	3:24	Robert Forster\The Evangelist\04_Did She Overtake You.mp3	5636550
Robert Forster	The Evangelist	5	The Evangelist	4:29	Robert Forster\The Evangelist\05_The Evangelist.mp3	7343828
Robert Forster	The Evangelist	6	Let Your Light In, Babe	4:43	Robert Forster\The Evangelist\06_Let Your Light In, Babe.mp3	7157272
Robert Forster	The Evangelist	7	A Place To Hide Away	2:35	Robert Forster\The Evangelist\07_A Place To Hide Away.mp3	3206251
Robert Forster	The Evangelist	8	Don't Touch Anything	4:10	Robert Forster\The Evangelist\08_Don't Touch Anything.mp3	6514141
Robert Forster	The Evangelist	9	It Ain't Easy	3:28	Robert Forster\The Evangelist\09_It Ain't Easy.mp3	5454985
Robert Forster	The Evangelist	10	From Ghost Town	5:41	Robert Forster\The Evangelist\10_From Ghost Town.mp3	8245460
Robert Forster	Warm Nights	1	I Can Do	3:00	Robert Forster\Warm Nights\01_I Can Do.mp3	3854966
Robert Forster	Warm Nights	2	Warm Nights	4:25	Robert Forster\Warm Nights\02_Warm Nights.mp3	5743668
Robert Forster	Warm Nights	3	Cryin' Love	5:28	Robert Forster\Warm Nights\03_Cryin' Love.mp3	6922459
Robert Forster	Warm Nights	4	Snake Skin Lady	3:35	Robert Forster\Warm Nights\04_Snake Skin Lady.mp3	3859289
Robert Forster	Warm Nights	5	Loneliness	3:21	Robert Forster\Warm Nights\05_Loneliness.mp3	4184372
Robert Forster	Warm Nights	6	Jug of Wine	6:03	Robert Forster\Warm Nights\06_Jug of Wine.mp3	7483498
Robert Forster	Warm Nights	7	Fortress	4:57	Robert Forster\Warm Nights\07_Fortress.mp3	6193518
Robert Forster	Warm Nights	8	Rock-N-Roll Friend	5:13	Robert Forster\Warm Nights\08_Rock-N-Roll Friend.mp3	6572570
Robert Forster	Warm Nights	9	On a Street Corner	5:29	Robert Forster\Warm Nights\09_On a Street Corner.mp3	7011288
Robert Forster	Warm Nights	10	I'll Jump	3:01	Robert Forster\Warm Nights\10_I'll Jump.mp3	3781744
Robert Pollard	From A Compound Eye	1	Gold	3:01	Robert Pollard\From A Compound Eye\01_Gold.mp3	4941020
Robert Pollard	From A Compound Eye	3	Dancing Girls and Dancing Men	2:40	Robert Pollard\From A Compound Eye\03_Dancing Girls and Dancing Men.mp3	4129033
Robert Pollard	Silverfish Trivia	7	Speak In Many Colors	2:09	Robert Pollard\Silverfish Trivia\07_Speak In Many Colors.mp3	3387991
Robert Pollard	Superman Was A Rocker	9	Love Your Spaceman	2:25	Robert Pollard\Superman Was A Rocker\09_Love Your Spaceman.mp3	4674982
Robin Gibb	My Favorite Carols	5	Good King Wenceslas	2:16	Robin Gibb\My Favorite Carols\05_Good King Wenceslas.mp3	3449159
The Hungry Moment	Phantom 45	2	Violet Rain	4:52	Robyn Hitchcock\02 Violet Rain.mp3	5936842
Robyn Hitchcock	Eye	4	Flesh Cartoons	4:26	Robyn Hitchcock\04-Flesh Cartoons.mp3	6387087
Robyn Hitchcock	Eye	11	Beautiful Girl	2:14	Robyn Hitchcock\11-Beautiful Girl.mp3	3234552
Robyn Hitchcock	Eye	13	Clean Steve	3:52	Robyn Hitchcock\13-Clean Steve.mp3	5590187
Robyn Hitchcock	Moss Elixir	4	Alright, Yeah	2:55	Robyn Hitchcock\Alright, Yeah.mp3	4214768
Robyn Hitchcock	Greatest Hits	1	Balloon Man	3:33	Robyn Hitchcock\Balloon Man.mp3	5127577
Robyn Hitchcock	A Star For Bram	1	Daisy Bomb	2:57	Robyn Hitchcock\Daisy Bomb.mp3	4339559
Robyn Hitchcock	Moss Elixir	10	De Chirico Street	3:28	Robyn Hitchcock\De Chirico Street.mp3	5013549
Robyn Hitchcock And The Egyptians	Live At The Cambridge Folk Festival	2	Driving Aloud	4:07	Robyn Hitchcock\Driving Aloud.mp3	5535342
Robyn Hitchcock	Greatest Hits	17	Eight Miles High	3:58	Robyn Hitchcock\Eight Miles High.mp3	5723557
Robyn Hitchcock	Jewels for Sophia	9	Elizabeth Jade	2:19	Robyn Hitchcock\Elizabeth Jade.mp3	3359661
Robyn Hitchcock	Spooked	3	Everybody Needs Love	3:17	Robyn Hitchcock\Everybody Needs Love.mp3	5400938
Robyn Hitchcock	A Star For Bram	4	1974	4:26	Robyn Hitchcock\Feels Like 1974.mp3	6867552
Robyn Hitchcock	Greatest Hits	3	Flesh Number One (Beatle Dennis)	2:40	Robyn Hitchcock\Flesh Number One (Beatle Dennis).mp3	3848680
Robyn Hitchcock	A Star For Bram	2	I Saw Nick Drake	3:58	Robyn Hitchcock\I Saw Nick Drake.mp3	5929452
Robyn Hitchcock	Greatest Hits	8	Madonna of the Wasps	3:06	Robyn Hitchcock\Madonna of the Wasps.mp3	4469034
Robyn Hitchcock	Jewels for Sophia	1	Mexican God	2:57	Robyn Hitchcock\Mexican God.mp3	4276748
Robyn Hitchcock	Greatest Hits	10	More Than This	3:51	Robyn Hitchcock\More Than This.mp3	5553257
Robyn Hitchcock	Greatest Hits	12	So You Think You're in Love	2:34	Robyn Hitchcock\So You Think You're in Love.mp3	3712834
The Soft Boys	None	None	Stuck Inside of Mobile with the Memphis Blues Again	6:42	Robyn Hitchcock\Stuck Inside of Mobile With The Memphis Blues Again.mp3	9646781
Robyn Hitchcock and Scott McCaughey	CNET Download.com Sessions	None	Scott McCaughey and Robyn Hitchcock Download.com Session	58:31	Robyn Hitchcock\studioc_hitchcock_mccaughey.mp3	28103828
None	Spooked	1	Television	6:22	Robyn Hitchcock\Television.mp3	8690565
Robyn Hitchcock	Jewels for Sophia	3	Viva! Sea-Tac	3:51	Robyn Hitchcock\Viva! Sea-Tac.mp3	5565058
Robyn Hitchcock	A Star For Bram	1	Daisy Bomb	2:57	Robyn Hitchcock\A Star For Bram\01_Daisy Bomb.mp3	4330368
Robyn Hitchcock	A Star For Bram	2	I Saw Nick Drake	3:58	Robyn Hitchcock\A Star For Bram\02_I Saw Nick Drake.mp3	5920261
Robyn Hitchcock	A Star For Bram	3	Adoration Of The City	4:40	Robyn Hitchcock\A Star For Bram\03_Adoration Of The City.mp3	6414399
Robyn Hitchcock	A Star For Bram	4	1974	4:26	Robyn Hitchcock\A Star For Bram\04_1974.mp3	6858361
Robyn Hitchcock	A Star For Bram	5	I Wish I Liked You	4:27	Robyn Hitchcock\A Star For Bram\05_I Wish I Liked You.mp3	6302028
Robyn Hitchcock	A Star For Bram	6	Nietzsche's Way	4:32	Robyn Hitchcock\A Star For Bram\06_Nietzsche's Way.mp3	6597367
Robyn Hitchcock	A Star For Bram	7	The Philosophers' Stone	3:28	Robyn Hitchcock\A Star For Bram\07_The Philosophers' Stone.mp3	4352691
Robyn Hitchcock	A Star For Bram	8	The Green Boy	4:07	Robyn Hitchcock\A Star For Bram\08_The Green Boy.mp3	5976308
Robyn Hitchcock	A Star For Bram	9	Judas Sings (Jesus & Me)	4:28	Robyn Hitchcock\A Star For Bram\09_Judas Sings (Jesus & Me).mp3	4425424
Robyn Hitchcock	A Star For Bram	10	Antwoman (Dub)	4:48	Robyn Hitchcock\A Star For Bram\10_Antwoman (Dub).mp3	7368044
Robyn Hitchcock	A Star For Bram	11	I Used To Love You	4:44	Robyn Hitchcock\A Star For Bram\11_I Used To Love You.mp3	5919707
Robyn Hitchcock	A Star For Bram	12	The Underneath	3:21	Robyn Hitchcock\A Star For Bram\12_The Underneath.mp3	5332815
Robyn Hitchcock & Ruby Wright	Gideon Coe Show, BBC Radio - 6 Music - 2007-10-16	2	I Often Dream Of Trains	3:07	Robyn Hitchcock\BBC101607\02-i_often_dream_of_trains.mp3	3894893
Robyn Hitchcock	Black Snake Diamond Role	8	Out Of The Picture	3:41	Robyn Hitchcock\Black Snake Diamond Role\01_08_Out Of The Picture.mp3	6569897
Robyn Hitchcock	Black Snake Diamond Role	9	City Of Shame	3:23	Robyn Hitchcock\Black Snake Diamond Role\01_09_City Of Shame.mp3	4526212
Robyn Hitchcock	Black Snake Diamond Role	10	Love	4:45	Robyn Hitchcock\Black Snake Diamond Role\01_10_Love.mp3	6438387
